"region","country","iso_code","year","cases_total","cases_imported","deaths_total","cfr"
"AFR0","Central African Republic","CAF",2005,0,NA,0,NA
"AFR0","Central African Republic","CAF",2006,0,NA,0,NA
"AFR0","Central African Republic","CAF",2011,117,NA,15,0.128205128205128
"AFR0","Central African Republic","CAF",2012,21,NA,0,0
"AFR0","Chad","TCD",1971,8230,NA,2411,0.292952612393682
"AFR0","Chad","TCD",1972,9,NA,3,0.333333333333333
"AFR0","Chad","TCD",1974,338,NA,87,0.257396449704142
"AFR0","Chad","TCD",1991,13915,NA,1344,0.0965864175350341
"AFR0","Chad","TCD",1994,1094,NA,43,0.0393053016453382
"AFR0","Chad","TCD",1996,7830,NA,448,0.0572158365261814
"AFR0","Chad","TCD",1997,8801,NA,443,0.0503351891830474
"AFR0","Chad","TCD",1998,4095,NA,144,0.0351648351648352
"AFR0","Chad","TCD",1999,217,NA,18,0.0829493087557604
"AFR0","Chad","TCD",2001,5244,NA,226,0.0430968726163234
"AFR0","Chad","TCD",2003,55,NA,7,0.127272727272727
"AFR0","Chad","TCD",2004,5531,NA,272,0.049177363948653
"AFR0","Chad","TCD",2005,90,NA,14,0.155555555555556
"AFR0","Chad","TCD",2006,1668,NA,71,0.0425659472422062
"AFR0","Chad","TCD",2007,0,NA,0,NA
"AFR0","Chad","TCD",2009,67,NA,6,0.0895522388059701
"AFR0","Chad","TCD",2010,6395,NA,175,0.0273651290070367
"AFR0","Chad","TCD",2011,17267,NA,458,0.0265245844674813
"AFR0","Chad","TCD",2017,1266,NA,86,0.0679304897314376
"AFR0","Chad","TCD",2019,93,NA,4,0.043010752688172
"AFR0","Comoros","COM",1975,2675,NA,238,0.0889719626168224
"AFR0","Comoros","COM",1976,5,NA,1,0.2
"AFR0","Comoros","COM",1998,7300,NA,68,0.00931506849315068
"AFR0","Comoros","COM",1999,1180,NA,42,0.035593220338983
"AFR0","Comoros","COM",2000,3297,NA,91,0.0276008492569002
"AFR0","Comoros","COM",2001,226,NA,4,0.0176991150442478
"AFR0","Comoros","COM",2002,1567,NA,46,0.0293554562858966
"AFR0","Comoros","COM",2003,56,NA,0,0
"AFR0","Comoros","COM",2004,1,NA,0,0
"AFR0","Comoros","COM",2005,0,NA,0,NA
"AFR0","Comoros","COM",2006,0,NA,0,NA
"AFR0","Comoros","COM",2007,1555,NA,29,0.0186495176848875
"AFR0","Comoros","COM",2008,4,NA,0,0
"AFR0","Congo","COG",1978,51,NA,14,0.274509803921569
"AFR0","Congo","COG",1979,5,NA,0,0
"AFR0","Congo","COG",1997,275,NA,60,0.218181818181818
"AFR0","Congo","COG",1998,3222,NA,22,0.00682805710738672
"AFR0","Congo","COG",1999,4813,NA,20,0.00415541242468315
"AFR0","Congo","COG",2000,9,NA,2,0.222222222222222
"AFR0","Congo","COG",2005,0,NA,0,NA
"AFR0","Congo","COG",2006,175,NA,10,0.0571428571428571
"AFR0","Congo","COG",2007,7785,NA,133,0.0170841361592807
"AFR0","Congo","COG",2008,156,NA,4,0.0256410256410256
"AFR0","Congo","COG",2009,93,NA,0,0
"AFR0","Congo","COG",2011,762,NA,NA,NA
"AFR0","Congo","COG",2012,1181,NA,37,0.0313293818797629
"AFR0","Congo","COG",2013,1624,NA,221,0.136083743842365
"AFR0","Congo","COG",2016,15,NA,2,0.133333333333333
"AFR0","Congo","COG",2018,60,NA,3,0.05
"AFR0","Cote d'Ivoire","CIV",1970,868,NA,39,0.0449308755760369
"AFR0","Cote d'Ivoire","CIV",1971,668,NA,9,0.0134730538922156
"AFR0","Cote d'Ivoire","CIV",1979,3,NA,0,0
"AFR0","Cote d'Ivoire","CIV",1982,34,NA,0,0
"AFR0","Cote d'Ivoire","CIV",1991,604,NA,116,0.19205298013245
"AFR0","Cote d'Ivoire","CIV",1992,37,NA,7,0.189189189189189
"AFR0","Cote d'Ivoire","CIV",1993,724,NA,42,0.0580110497237569
"AFR0","Cote d'Ivoire","CIV",1994,1108,NA,55,0.0496389891696751
"AFR0","Cote d'Ivoire","CIV",1995,4993,NA,184,0.0368515922291208
"AFR0","Cote d'Ivoire","CIV",1996,1345,NA,22,0.0163568773234201
"AFR0","Cote d'Ivoire","CIV",2001,5912,NA,305,0.0515899864682003
"AFR0","Cote d'Ivoire","CIV",2002,4188,NA,143,0.03414517669532
"AFR0","Cote d'Ivoire","CIV",2003,1034,NA,50,0.0483558994197292
"AFR0","Cote d'Ivoire","CIV",2004,105,NA,9,0.0857142857142857
"AFR0","Cote d'Ivoire","CIV",2005,39,NA,6,0.153846153846154
"AFR0","Cote d'Ivoire","CIV",2006,414,NA,15,0.036231884057971
"AFR0","Cote d'Ivoire","CIV",2007,8,NA,1,0.125
"AFR0","Cote d'Ivoire","CIV",2008,7,NA,1,0.142857142857143
"AFR0","Cote d'Ivoire","CIV",2009,5,NA,2,0.4
"AFR0","Cote d'Ivoire","CIV",2010,32,NA,0,0
"AFR0","Cote d'Ivoire","CIV",2011,1261,NA,24,0.0190325138778747
"AFR0","Cote d'Ivoire","CIV",2012,424,NA,19,0.044811320754717
"AFR0","Cote d'Ivoire","CIV",2013,56,NA,2,0.0357142857142857
"AFR0","Cote d'Ivoire","CIV",2014,235,NA,12,0.051063829787234
"AFR0","Cote d'Ivoire","CIV",2015,199,NA,6,0.0301507537688442
"AFR0","Cote d'Ivoire","CIV",2021,12,NA,0,0
"AFR0","Democratic Republic of Congo","COD",1978,3481,NA,183,0.0525711002585464
"AFR0","Democratic Republic of Congo","COD",1979,5515,NA,511,0.0926563916591115
"AFR0","Democratic Republic of Congo","COD",1980,1051,NA,81,0.077069457659372
"AFR0","Democratic Republic of Congo","COD",1981,2379,NA,800,0.336275746111812
"AFR0","Democratic Republic of Congo","COD",1982,10328,NA,693,0.0670991479473277
"AFR0","Democratic Republic of Congo","COD",1983,2977,NA,245,0.0822976150487068
"AFR0","Democratic Republic of Congo","COD",1984,162,NA,3,0.0185185185185185
"AFR0","Democratic Republic of Congo","COD",1985,740,NA,30,0.0405405405405405
"AFR0","Democratic Republic of Congo","COD",1986,1059,NA,125,0.118035882908404
"AFR0","Democratic Republic of Congo","COD",1987,1150,NA,218,0.189565217391304
"AFR0","Democratic Republic of Congo","COD",1988,295,NA,32,0.108474576271186
"AFR0","Democratic Republic of Congo","COD",1989,99,NA,6,0.0606060606060606
"AFR0","Democratic Republic of Congo","COD",1990,468,NA,61,0.13034188034188
"AFR0","Democratic Republic of Congo","COD",1991,4066,NA,294,0.0723069355632071
"AFR0","Democratic Republic of Congo","COD",1992,1949,NA,59,0.030271934325295
"AFR0","Democratic Republic of Congo","COD",1993,986,NA,175,0.177484787018256
"AFR0","Democratic Republic of Congo","COD",1994,58057,NA,4181,0.0720154331088413
"AFR0","Democratic Republic of Congo","COD",1995,553,NA,22,0.0397830018083183
"AFR0","Democratic Republic of Congo","COD",1996,7886,NA,638,0.0809028658381943
"AFR0","Democratic Republic of Congo","COD",1997,2421,NA,326,0.134655101197852
"AFR0","Democratic Republic of Congo","COD",1998,34899,NA,2926,0.0838419438952406
"AFR0","Democratic Republic of Congo","COD",1999,12711,NA,783,0.0616001888128393
"AFR0","Democratic Republic of Congo","COD",2000,14995,NA,941,0.062754251417139
"AFR0","Democratic Republic of Congo","COD",2001,5728,NA,390,0.068086592178771
"AFR0","Democratic Republic of Congo","COD",2002,31658,NA,1979,0.0625118453471476
"AFR0","Democratic Republic of Congo","COD",2003,27272,NA,989,0.0362643003813435
"AFR0","Democratic Republic of Congo","COD",2004,7665,NA,228,0.0297455968688845
"AFR0","Democratic Republic of Congo","COD",2005,13430,NA,244,0.0181682799702159
"AFR0","Democratic Republic of Congo","COD",2006,20642,NA,426,0.0206375351225656
"AFR0","Democratic Republic of Congo","COD",2007,28269,NA,600,0.0212246630584739
"AFR0","Democratic Republic of Congo","COD",2008,30150,NA,548,0.0181757877280265
"AFR0","Democratic Republic of Congo","COD",2009,22899,NA,237,0.0103497969343639
"AFR0","Democratic Republic of Congo","COD",2010,13884,NA,182,0.0131086142322097
"AFR0","Democratic Republic of Congo","COD",2011,21700,NA,584,0.0269124423963134
"AFR0","Democratic Republic of Congo","COD",2012,33661,NA,819,0.024330827961142
"AFR0","Democratic Republic of Congo","COD",2013,26944,NA,491,0.0182229809976247
"AFR0","Democratic Republic of Congo","COD",2014,22203,NA,372,0.0167544926361303
"AFR0","Democratic Republic of Congo","COD",2015,19182,NA,276,0.0143884892086331
"AFR0","Democratic Republic of Congo","COD",2016,28093,NA,759,0.027017406471363
"AFR0","Democratic Republic of Congo","COD",2017,56190,NA,1190,0.0211781455775049
"AFR0","Democratic Republic of Congo","COD",2018,30768,NA,972,0.031591263650546
"AFR0","Democratic Republic of Congo","COD",2019,30304,NA,514,0.0169614572333685
"AFR0","Democratic Republic of Congo","COD",2020,19789,NA,354,0.0178887260599323
"AFR0","Democratic Republic of Congo","COD",2021,12103,NA,209,0.0172684458398744
"AFR0","Equatorial Guinea","GNQ",1984,404,NA,31,0.0767326732673267
"AFR0","Equatorial Guinea","GNQ",1985,108,NA,1,0.00925925925925926
"AFR0","Equatorial Guinea","GNQ",2004,59,NA,1,0.0169491525423729
"AFR0","Equatorial Guinea","GNQ",2005,6391,NA,33,0.00516351118760757
"AFR0","Equatorial Guinea","GNQ",2006,0,NA,0,NA
"AFR0","Eritrea","ERI",2005,0,NA,0,NA
"AFR0","Eritrea","ERI",2006,0,NA,0,NA
"AFR0","Eritrea","ERI",2007,119,NA,9,0.0756302521008403
"AFR0","Eritrea","ERI",2008,1,NA,0,0
"AFR0","Eswatini","SWZ",1978,2,NA,NA,NA
"AFR0","Eswatini","SWZ",1981,238,NA,17,0.0714285714285714
"AFR0","Eswatini","SWZ",1982,538,NA,13,0.0241635687732342
"AFR0","Eswatini","SWZ",1992,2281,NA,30,0.0131521262604121
"AFR0","Eswatini","SWZ",1996,2,NA,0,0
"AFR0","Eswatini","SWZ",1998,7,NA,0,0
"AFR0","Eswatini","SWZ",1999,7,NA,0,0
"AFR0","Eswatini","SWZ",2000,141,NA,16,0.113475177304965
"AFR0","Eswatini","SWZ",2001,5612,NA,107,0.0190662865288667
"AFR0","Eswatini","SWZ",2002,134,NA,2,0.0149253731343284
"AFR0","Eswatini","SWZ",2003,32,NA,13,0.40625
"AFR0","Eswatini","SWZ",2004,1075,NA,16,0.0148837209302326
"AFR0","Eswatini","SWZ",2005,0,NA,0,NA
"AFR0","Eswatini","SWZ",2006,18,NA,0,0
"AFR0","Eswatini","SWZ",2007,0,NA,0,NA
"AFR0","Eswatini","SWZ",2008,1,NA,0,0
"AFR0","Eswatini","SWZ",2009,19,NA,0,0
"AFR0","Ethiopia","ETH",1970,850,NA,72,0.0847058823529412
"AFR0","Ethiopia","ETH",1971,2187,NA,124,0.0566986739826246
"AFR0","Ethiopia","ETH",1982,0,NA,0,NA
"AFR0","Ethiopia","ETH",2004,16,NA,0,0
"AFR0","Ethiopia","ETH",2005,0,NA,0,NA
"AFR0","Ethiopia","ETH",2006,54070,NA,575,0.0106343628629554
"AFR0","Ethiopia","ETH",2007,24121,NA,272,0.0112764810745823
"AFR0","Ethiopia","ETH",2008,3862,NA,23,0.00595546349041947
"AFR0","Ethiopia","ETH",2009,31509,NA,434,0.0137738423942366
"AFR0","Ethiopia","ETH",2010,1682,NA,21,0.0124851367419738
"AFR0","Ethiopia","ETH",2019,2615,NA,36,0.0137667304015296
"AFR0","Ethiopia","ETH",2020,12226,NA,176,0.0143955504662195
"AFR0","Ethiopia","ETH",2021,674,NA,7,0.0103857566765579
"AFR0","Gabon","GAB",1979,5,NA,2,0.4
"AFR0","Gabon","GAB",1981,7,NA,0,0
"AFR0","Gabon","GAB",2002,6,NA,NA,NA
"AFR0","Gabon","GAB",2003,629,NA,0,0
"AFR0","Gabon","GAB",2005,0,NA,0,NA
"AFR0","Gabon","GAB",2006,0,NA,0,NA
"AFR0","Gabon","GAB",2008,2,NA,0,0
"AFR0","Gambia","GMB",1985,2,NA,0,0
"AFR0","Gambia","GMB",1994,1,NA,0,0
"AFR0","Gambia","GMB",1995,15,NA,0,0
"AFR0","Gambia","GMB",1996,7,NA,0,0
"AFR0","Gambia","GMB",2005,214,NA,13,0.0607476635514019
"AFR0","Gambia","GMB",2006,0,NA,0,NA
"AFR0","Gambia","GMB",2007,12,NA,1,0.0833333333333333
"AFR0","Gambia","GMB",2008,1,NA,0,0
"AFR0","Ghana","GHA",1970,2733,NA,180,0.0658616904500549
"AFR0","Ghana","GHA",1971,13048,NA,641,0.0491263028816677
"AFR0","Ghana","GHA",1972,625,NA,32,0.0512
"AFR0","Ghana","GHA",1973,677,NA,39,0.0576070901033973
"AFR0","Ghana","GHA",1974,483,NA,37,0.0766045548654244
"AFR0","Ghana","GHA",1975,187,NA,10,0.053475935828877
"AFR0","Ghana","GHA",1976,102,NA,0,0
"AFR0","Ghana","GHA",1977,6565,NA,353,0.0537699923838538
"AFR0","Ghana","GHA",1978,1853,NA,120,0.0647598488936859
"AFR0","Ghana","GHA",1979,1783,NA,113,0.0633763320246775
"AFR0","Ghana","GHA",1980,260,NA,21,0.0807692307692308
"AFR0","Ghana","GHA",1981,943,NA,62,0.0657476139978791
"AFR0","Ghana","GHA",1982,11051,NA,1225,0.110849696860013
"AFR0","Ghana","GHA",1983,14160,NA,819,0.0578389830508475
"AFR0","Ghana","GHA",1984,1015,NA,92,0.09064039408867
"AFR0","Ghana","GHA",1985,60,NA,0,0
"AFR0","Ghana","GHA",1990,2937,NA,60,0.0204290091930541
"AFR0","Ghana","GHA",1991,13172,NA,409,0.0310507136349833
"AFR0","Ghana","GHA",1992,228,NA,23,0.100877192982456
"AFR0","Ghana","GHA",1993,1448,NA,38,0.0262430939226519
"AFR0","Ghana","GHA",1994,2267,NA,54,0.0238200264666961
"AFR0","Ghana","GHA",1995,4698,NA,93,0.0197956577266922
"AFR0","Ghana","GHA",1996,1665,NA,70,0.042042042042042
"AFR0","Ghana","GHA",1997,379,NA,12,0.0316622691292876
"AFR0","Ghana","GHA",1998,3426,NA,108,0.031523642732049
"AFR0","Ghana","GHA",1999,9432,NA,260,0.0275657336726039
"AFR0","Ghana","GHA",2000,3331,NA,74,0.0222155508856199
"AFR0","Ghana","GHA",2001,5487,NA,160,0.0291598323309641
"AFR0","Ghana","GHA",2002,3614,NA,65,0.0179856115107914
"AFR0","Ghana","GHA",2003,204,NA,4,0.0196078431372549
"AFR0","Ghana","GHA",2004,407,NA,6,0.0147420147420147
"AFR0","Ghana","GHA",2005,3166,NA,51,0.0161086544535692
"AFR0","Ghana","GHA",2006,3357,NA,107,0.0318736967530533
"AFR0","Ghana","GHA",2007,179,NA,18,0.100558659217877
"AFR0","Ghana","GHA",2008,1223,NA,25,0.0204415372035977
"AFR0","Ghana","GHA",2009,1294,NA,9,0.00695517774343122
"AFR0","Ghana","GHA",2010,438,NA,3,0.00684931506849315
"AFR0","Ghana","GHA",2011,10628,NA,105,0.00987956341738803
"AFR0","Ghana","GHA",2012,9548,NA,100,0.0104733975701718
"AFR0","Ghana","GHA",2013,50,NA,0,0
"AFR0","Ghana","GHA",2014,28944,NA,243,0.0083955223880597
"AFR0","Ghana","GHA",2015,692,NA,8,0.0115606936416185
"AFR0","Ghana","GHA",2016,175,NA,0,0
"AFR0","Ghana","GHA",2019,1,NA,0,0
"AFR0","Ghana","GHA",2021,2,NA,0,0
"AFR0","Guinea","GIN",1970,2000,NA,60,0.03
"AFR0","Guinea","GIN",1986,286,NA,58,0.202797202797203
"AFR0","Guinea","GIN",1994,31415,NA,671,0.0213592233009709
"AFR0","Guinea","GIN",1995,6506,NA,565,0.0868429142330157
"AFR0","Guinea","GIN",1996,287,NA,17,0.0592334494773519
"AFR0","Guinea","GIN",1998,881,NA,53,0.0601589103291714
"AFR0","Guinea","GIN",1999,599,NA,28,0.0467445742904841
"AFR0","Guinea","GIN",2000,519,NA,32,0.0616570327552987
"AFR0","Guinea","GIN",2001,392,NA,22,0.0561224489795918
"AFR0","Guinea","GIN",2002,61,NA,11,0.180327868852459
"AFR0","Guinea","GIN",2003,6,NA,1,0.166666666666667
"AFR0","Guinea","GIN",2004,1516,NA,117,0.0771767810026385
"AFR0","Guinea","GIN",2005,3821,NA,107,0.0280031405391259
"AFR0","Guinea","GIN",2006,3242,NA,219,0.067550894509562
"AFR0","Guinea","GIN",2007,8546,NA,311,0.0363912941727124
"AFR0","Guinea","GIN",2008,513,NA,32,0.0623781676413255
"AFR0","Guinea","GIN",2009,42,NA,0,0
"AFR0","Guinea","GIN",2011,3,NA,0,0
"AFR0","Guinea","GIN",2012,7350,NA,133,0.0180952380952381
"AFR0","Guinea","GIN",2013,319,NA,32,0.100313479623824
"AFR0","Guinea","GIN",2014,1,NA,0,0
"AFR0","Guinea-Bissau","GNB",1986,200,NA,50,0.25
"AFR0","Guinea-Bissau","GNB",1987,6000,NA,68,0.0113333333333333
"AFR0","Guinea-Bissau","GNB",1994,15296,NA,285,0.0186323221757322
"AFR0","Guinea-Bissau","GNB",1995,119,NA,0,0
"AFR0","Guinea-Bissau","GNB",1996,8397,NA,84,0.0100035727045373
"AFR0","Guinea-Bissau","GNB",1997,20555,NA,905,0.0440282169788373
"AFR0","Guinea-Bissau","GNB",1998,126,NA,2,0.0158730158730159
"AFR0","Guinea-Bissau","GNB",2002,842,NA,6,0.00712589073634204
"AFR0","Guinea-Bissau","GNB",2003,290,NA,2,0.00689655172413793
"AFR0","Guinea-Bissau","GNB",2004,155,NA,3,0.0193548387096774
"AFR0","Guinea-Bissau","GNB",2005,25111,NA,399,0.015889450838278
"AFR0","Guinea-Bissau","GNB",2006,37,NA,0,0
"AFR0","Guinea-Bissau","GNB",2007,153,NA,8,0.0522875816993464
"AFR0","Guinea-Bissau","GNB",2008,14323,NA,225,0.0157089995112756
"AFR0","Guinea-Bissau","GNB",2009,5,NA,0,0
"AFR0","Guinea-Bissau","GNB",2012,3068,NA,22,0.00717079530638853
"AFR0","Guinea-Bissau","GNB",2013,969,NA,28,0.0288957688338493
"AFR0","Guinea-Bissau","GNB",2014,11,NA,2,0.181818181818182
"AFR0","Kenya","KEN",1971,239,NA,38,0.158995815899582
"AFR0","Kenya","KEN",1972,51,NA,0,0
"AFR0","Kenya","KEN",1974,402,NA,20,0.0497512437810945
"AFR0","Kenya","KEN",1975,1093,NA,74,0.0677035681610247
"AFR0","Kenya","KEN",1976,1359,NA,59,0.0434142752023547
"AFR0","Kenya","KEN",1977,21,NA,0,0
"AFR0","Kenya","KEN",1978,673,NA,17,0.025260029717682
"AFR0","Kenya","KEN",1979,1070,NA,2,0.00186915887850467
"AFR0","Kenya","KEN",1980,2808,NA,42,0.014957264957265
"AFR0","Kenya","KEN",1981,2424,NA,108,0.0445544554455446
"AFR0","Kenya","KEN",1982,3498,NA,91,0.0260148656375071
"AFR0","Kenya","KEN",1983,1049,NA,53,0.0505243088655863
"AFR0","Kenya","KEN",1984,14,NA,0,0
"AFR0","Kenya","KEN",1985,1352,NA,102,0.0754437869822485
"AFR0","Kenya","KEN",1986,839,NA,45,0.0536352800953516
"AFR0","Kenya","KEN",1987,255,NA,12,0.0470588235294118
"AFR0","Kenya","KEN",1989,918,NA,32,0.0348583877995643
"AFR0","Kenya","KEN",1992,3388,NA,100,0.0295159386068477
"AFR0","Kenya","KEN",1994,880,NA,28,0.0318181818181818
"AFR0","Kenya","KEN",1995,1547,NA,39,0.0252100840336134
"AFR0","Kenya","KEN",1996,482,NA,14,0.029045643153527
"AFR0","Kenya","KEN",1997,17200,NA,555,0.0322674418604651
"AFR0","Kenya","KEN",1998,22432,NA,1237,0.0551444365192582
"AFR0","Kenya","KEN",1999,11039,NA,350,0.0317057704502219
"AFR0","Kenya","KEN",2000,1157,NA,78,0.0674157303370786
"AFR0","Kenya","KEN",2001,1001,NA,55,0.0549450549450549
"AFR0","Kenya","KEN",2002,291,NA,10,0.0343642611683849
"AFR0","Kenya","KEN",2004,870,NA,15,0.0172413793103448
"AFR0","Kenya","KEN",2005,816,NA,21,0.0257352941176471
"AFR0","Kenya","KEN",2006,870,NA,11,0.0126436781609195
"AFR0","Kenya","KEN",2007,1206,NA,67,0.0555555555555556
"AFR0","Kenya","KEN",2008,3091,NA,113,0.0365577483015205
"AFR0","Kenya","KEN",2009,11425,NA,264,0.0231072210065646
"AFR0","Kenya","KEN",2010,3188,NA,63,0.0197616060225847
"AFR0","Kenya","KEN",2011,74,NA,2,0.027027027027027
"AFR0","Kenya","KEN",2014,35,NA,9,0.257142857142857
"AFR0","Kenya","KEN",2015,13291,NA,67,0.00504100519148296
"AFR0","Kenya","KEN",2016,5866,NA,80,0.0136379133992499
"AFR0","Kenya","KEN",2017,4288,NA,82,0.0191231343283582
"AFR0","Kenya","KEN",2018,5719,NA,78,0.0136387480328729
"AFR0","Kenya","KEN",2019,5208,NA,141,0.027073732718894
"AFR0","Kenya","KEN",2020,447,NA,12,0.0268456375838926
"AFR0","Kenya","KEN",2021,38,NA,0,0
"AFR0","Lesotho","LSO",2005,0,NA,0,NA
"AFR0","Lesotho","LSO",2006,0,NA,0,NA
"AFR0","Liberia","LBR",1970,168,NA,27,0.160714285714286
"AFR0","Liberia","LBR",1971,606,NA,106,0.174917491749175
"AFR0","Liberia","LBR",1972,947,NA,28,0.0295670538542767
"AFR0","Liberia","LBR",1973,1336,NA,27,0.0202095808383234
"AFR0","Liberia","LBR",1974,512,NA,12,0.0234375
"AFR0","Liberia","LBR",1975,704,NA,16,0.0227272727272727
"AFR0","Liberia","LBR",1976,646,NA,10,0.0154798761609907
"AFR0","Liberia","LBR",1977,512,NA,18,0.03515625
"AFR0","Liberia","LBR",1978,422,NA,9,0.0213270142180095
"AFR0","Liberia","LBR",1979,438,NA,6,0.0136986301369863
"AFR0","Liberia","LBR",1980,2690,NA,55,0.0204460966542751
"AFR0","Liberia","LBR",1981,1582,NA,33,0.0208596713021492
"AFR0","Liberia","LBR",1982,670,NA,8,0.0119402985074627
"AFR0","Liberia","LBR",1983,183,NA,12,0.0655737704918033
"AFR0","Liberia","LBR",1984,492,NA,8,0.016260162601626
"AFR0","Liberia","LBR",1985,355,NA,3,0.00845070422535211
"AFR0","Liberia","LBR",1986,59,NA,0,0
"AFR0","Liberia","LBR",1987,33,NA,1,0.0303030303030303
"AFR0","Liberia","LBR",1988,68,NA,1,0.0147058823529412
"AFR0","Liberia","LBR",1989,28,NA,0,0
"AFR0","Liberia","LBR",1991,132,NA,40,0.303030303030303
"AFR0","Liberia","LBR",1994,764,NA,17,0.0222513089005236
"AFR0","Liberia","LBR",1995,3420,NA,126,0.0368421052631579
"AFR0","Liberia","LBR",1996,8922,NA,169,0.0189419412687738
"AFR0","Liberia","LBR",1997,91,NA,0,0
"AFR0","Liberia","LBR",1998,2123,NA,17,0.00800753650494583
"AFR0","Liberia","LBR",1999,215,NA,0,0
"AFR0","Liberia","LBR",2000,365,NA,10,0.0273972602739726
"AFR0","Liberia","LBR",2001,1062,NA,0,0
"AFR0","Liberia","LBR",2002,1115,NA,0,0
"AFR0","Liberia","LBR",2003,34740,NA,38,0.00109383995394358
"AFR0","Liberia","LBR",2004,2786,NA,4,0.00143575017946877
"AFR0","Liberia","LBR",2005,3823,NA,18,0.00470834423227832
"AFR0","Liberia","LBR",2006,4929,NA,17,0.00344897545141002
"AFR0","Liberia","LBR",2007,3063,NA,7,0.00228534116878877
"AFR0","Liberia","LBR",2008,1236,NA,3,0.00242718446601942
"AFR0","Liberia","LBR",2009,1070,NA,2,0.00186915887850467
"AFR0","Liberia","LBR",2010,1546,NA,0,0
"AFR0","Liberia","LBR",2011,1146,NA,NA,NA
"AFR0","Liberia","LBR",2012,219,NA,0,0
"AFR0","Liberia","LBR",2013,92,NA,0,0
"AFR0","Liberia","LBR",2014,44,NA,0,0
"AFR0","Liberia","LBR",2018,2,NA,0,0
"AFR0","Liberia","LBR",2021,167,NA,0,0
"AFR0","Madagascar","MDG",1971,2,NA,0,0
"AFR0","Madagascar","MDG",1996,0,NA,0,NA
"AFR0","Madagascar","MDG",1999,9973,NA,549,0.0550486313045222
"AFR0","Madagascar","MDG",2000,29305,NA,1672,0.0570551100494796
"AFR0","Madagascar","MDG",2001,7219,NA,413,0.0572101399085746
"AFR0","Madagascar","MDG",2002,27,NA,0,0
"AFR0","Madagascar","MDG",2003,5,NA,0,0
"AFR0","Madagascar","MDG",2005,0,NA,0,NA
"AFR0","Madagascar","MDG",2006,0,NA,0,NA
"AFR0","Malawi","MWI",1973,371,NA,20,0.0539083557951483
"AFR0","Malawi","MWI",1976,19,NA,0,0
"AFR0","Malawi","MWI",1977,577,NA,0,0
"AFR0","Malawi","MWI",1978,263,NA,24,0.091254752851711
"AFR0","Malawi","MWI",1981,261,NA,0,0
"AFR0","Malawi","MWI",1983,487,NA,49,0.100616016427105
"AFR0","Malawi","MWI",1988,6,NA,0,0
"AFR0","Malawi","MWI",1989,8351,NA,16,0.0019159382109927
"AFR0","Malawi","MWI",1990,13457,NA,481,0.0357434792301404
"AFR0","Malawi","MWI",1991,8088,NA,245,0.0302917903066271
"AFR0","Malawi","MWI",1992,298,NA,8,0.0268456375838926
"AFR0","Malawi","MWI",1993,25193,NA,524,0.0207994284126543
